game,date,player 1,player 2,winner
193,29,2783,3213,p2
194,29,1362,126,p1
195,29,5473,4166,p1
196,29,179,4371,p1
197,29,5767,5659,DRAW
198,29,2524,4546,p1
199,29,3118,4222,DRAW
200,29,2490,1047,p2
201,29,5597,1943,DRAW
202,29,2994,1429,p2
203,29,2730,5814,p1
204,29,3620,975,p2
205,29,3676,4082,p2
206,29,5612,2869,p2
207,29,1841,2589,p1
208,29,4029,493,p1
209,29,756,2665,p2
210,29,1047,2382,p1
211,29,5820,152,p1
212,29,1039,1428,DRAW
213,29,3031,3977,DRAW
214,29,5783,3219,p1
215,29,5765,5473,DRAW
216,29,969,3142,DRAW
217,29,179,2783,DRAW
218,29,5659,2604,DRAW
219,29,4222,1806,DRAW
220,29,3049,2027,p2
221,29,2730,1943,p2
222,29,2994,4168,p2
223,29,1429,2524,p1
224,29,755,2490,DRAW
225,29,1841,5612,p1
226,29,1047,4029,p1
227,29,3926,152,p2
228,29,1039,1428,p2
229,29,2665,493,p1
230,29,4576,3031,DRAW
231,29,969,1010,p1
232,29,3057,3219,p1
233,29,5783,179,p2
234,29,2612,3808,p1
235,29,4781,4597,p1
236,29,5557,2169,p1
237,29,5659,4222,DRAW
238,29,4314,4101,p1
239,29,2382,3017,p1
240,29,2169,1362,p2
241,29,755,2819,p1
242,29,1047,1841,p1
243,29,152,1429,p2
244,29,5160,5621,p1
245,29,1126,1039,p2
246,29,3049,4007,DRAW
247,29,1005,4781,DRAW
248,29,1428,5384,p1
249,29,3057,550,p1
250,29,2665,4576,p1
251,29,969,5654,p1
252,29,1428,5131,DRAW
253,29,2255,2664,DRAW
254,29,5783,179,p2
255,29,5658,5826,p2
256,29,5384,2444,p2
257,29,4249,3049,DRAW
258,29,5131,2524,DRAW
259,29,1429,2382,p1
260,29,4226,1115,DRAW
261,29,3017,1876,p2
262,29,148,4101,p2
263,29,1047,152,p1
264,29,1841,2604,p1
265,29,179,5131,DRAW
266,29,4781,1005,p1
267,29,3517,1262,p1
268,29,550,2665,p2
269,29,2819,2169,p1
270,29,1039,4597,p1
271,29,3620,2589,p2
272,29,5557,3057,p1
273,29,2524,5759,p1
274,29,11,3173,p2
275,29,2075,1658,DRAW
276,29,2027,969,p2
277,29,2515,5442,p1
278,29,3057,5557,DRAW
279,29,2255,3926,p1
280,29,1428,2056,p1
281,29,2343,3025,p2
282,29,3679,1658,DRAW
283,29,5384,2681,p1
284,29,4769,4618,p2
285,29,1965,2263,p2
286,29,1362,2583,p1
287,29,4249,4222,p1
288,29,5783,3049,p1
289,29,1667,5814,p1
290,29,3933,3771,p2
291,29,4946,5764,p2
292,29,5442,4597,DRAW
293,29,152,148,p1
294,29,1876,3461,DRAW
295,29,2382,1429,p2
296,29,4101,5654,p1
297,29,1678,1841,p2
298,29,2665,550,p1
299,29,2819,4781,p2
300,29,1826,1039,p2
301,29,1043,179,p2
302,29,1005,5101,DRAW
303,29,3926,5557,p2
304,29,3057,3599,DRAW
305,29,3173,969,DRAW
306,29,2166,2783,p1
307,29,4073,2589,p2
308,29,1320,1005,DRAW
309,29,5759,11,p1
310,29,2515,5752,p2
311,29,1362,4618,p2
312,29,5744,1428,p2
313,29,3017,4769,p2
314,29,4719,3517,p2
315,29,1064,3933,p1
316,29,5067,2681,p1
317,29,1667,2524,p2
318,29,2583,148,p1
319,29,3142,3167,p2
320,29,550,2665,p2
321,29,5752,5759,DRAW
322,29,5128,5973,p1
323,29,2249,3461,p2
324,29,2346,1841,p2
325,29,5160,2141,p1
326,29,3679,4781,p1
327,29,4687,1429,p2
328,29,2075,5437,p2
329,29,179,1039,p2
330,29,5101,3057,p2
331,29,3461,1262,p1
332,29,969,2166,DRAW
333,29,4739,5557,p2
334,29,4073,4657,p2
335,29,1362,1005,p1
336,29,1064,5744,p1
337,29,2524,5067,p2
338,29,1841,2665,p2
339,29,4249,2515,p2
340,29,5303,148,p1
341,29,3167,4166,p1
342,29,1876,1050,p2
343,29,4007,4791,p1
344,29,3142,2141,p2
345,29,2075,5832,p2
346,29,179,4222,DRAW
347,29,1320,3163,DRAW
348,29,2633,1320,DRAW
349,29,5101,5291,p2
350,29,3461,2166,p2
351,29,2664,5557,p2
352,29,4073,1395,DRAW
353,29,969,3915,p1
354,29,291,1320,DRAW
355,29,5973,3973,DRAW
356,29,1362,2345,p1
357,29,2665,5067,p1
358,29,4791,802,p2
359,29,965,2346,p1
360,29,1064,2382,p1
361,29,1005,5744,p1
362,29,5337,1841,p2
363,29,802,1039,p2
364,29,3766,45,p2
365,29,4007,1050,p2
366,29,5820,5211,p1
367,29,3057,5557,p2
368,29,2249,1326,p2
369,29,5067,2665,p2
370,29,4073,3461,p1
371,29,2664,5844,p1
372,29,3915,2633,DRAW
373,29,3809,2681,DRAW
374,29,276,4791,p1
375,29,1064,5826,p2
376,29,2346,2345,p1
377,29,3153,5832,p2
378,29,1117,5557,p2
379,29,5400,1039,p2
380,29,1123,2335,p1
381,29,1841,5337,p2
382,29,148,3766,p2
383,29,5131,5400,DRAW
384,29,1652,3153,p2
385,29,2681,5131,DRAW
386,29,4815,5211,p2
387,29,86,3909,DRAW
388,29,3461,5067,p2
389,29,4073,1050,p2
390,29,1602,2702,p2
391,29,1326,3809,p1
392,29,5067,5131,DRAW
393,29,1064,1010,p1
394,29,966,752,DRAW
395,29,5832,11,p1
396,29,4245,5557,p2
397,29,1039,1841,p1
398,29,2490,4788,p2
399,29,148,5337,p2
400,29,2343,2764,p2
401,29,2490,4019,DRAW
402,29,3766,5400,p2
403,29,768,802,DRAW
404,29,2681,5067,p2
405,29,2075,276,p2
406,29,5211,4815,p1
407,29,31,2629,p1
408,29,86,1530,p1
409,29,1395,3809,DRAW
410,29,2565,1669,p1
411,29,1010,1064,p2
412,29,3909,2702,p2
413,29,4346,30,p1
414,29,5557,5832,p1
415,29,1602,1841,p2
416,29,1039,752,p1
417,29,3672,148,p1
418,29,5337,12,p1
419,29,2764,2490,DRAW
420,29,5400,5855,p1
421,29,2343,2834,p2
422,29,5067,4815,p1
423,29,179,1876,p1
424,29,5557,1841,p1
425,29,3752,2629,p1
426,29,566,5744,DRAW
427,29,2874,1530,p2
428,29,4295,4781,DRAW
429,29,31,2604,DRAW
430,29,3809,1395,p1
431,29,2228,4595,DRAW
432,29,756,2565,p1
433,29,1064,1010,p2
434,29,3909,2702,p1
435,29,1505,5879,p1
436,29,1039,148,p1
437,29,1602,1396,DRAW
438,29,1117,2676,p2
439,29,2764,5855,p2
440,29,1047,3672,p1
441,29,1137,5491,p2
442,29,5557,2629,p1
443,29,5067,1841,p2
444,29,595,550,DRAW
445,29,3657,2298,p2
446,29,4781,3142,p1
447,29,1530,2874,p1
448,29,258,4944,p1
449,29,2600,31,p2
450,29,2263,5376,p2
451,29,756,1395,p1
452,29,1039,281,p1
453,29,1010,4295,p2
454,29,2702,2406,p1
455,29,45,2565,p1
456,29,1505,3909,p2
457,29,5536,5855,p2
458,29,3057,90,p1
459,29,1047,2261,p1
460,29,86,3672,p1
461,29,1396,2869,p1
462,29,1123,3809,p1
463,29,1137,3186,p2
464,29,5879,5491,p2
465,29,3837,4997,p2
466,29,3546,2819,p1
467,29,5557,5067,p1
468,29,2629,2764,DRAW
469,29,1841,2298,p1
470,29,2874,3142,p2
471,29,4781,1429,p2
472,29,817,258,DRAW
473,29,566,2263,p2
474,29,2490,4944,p1
475,29,291,4101,p1
476,29,1391,756,p2
477,29,4946,2746,p1
478,29,1039,1064,p1
479,29,1505,4295,p1
480,29,5067,2349,DRAW
481,29,4314,2406,p2
482,29,1262,2565,p2
483,29,3909,4326,DRAW
484,29,2702,5855,p2
485,29,3057,90,p2
486,29,5376,2869,p1
487,29,2261,1123,p2
488,29,3809,5536,p2
489,29,3186,1877,p1
490,29,2348,5879,p2
491,29,376,5491,DRAW
492,29,30,2791,p2
493,29,1396,2524,p1
494,29,3672,1050,p2
495,29,86,4739,p1
496,29,2629,2671,p2
497,29,1841,2298,p1
498,29,3004,5421,p2
499,29,4781,3142,p1
500,29,566,2874,p1
501,29,1429,2263,p2
502,29,2629,3221,DRAW
503,29,5557,5616,DRAW
504,29,3494,5597,p1
505,29,1505,2914,DRAW
506,29,5826,2665,DRAW
507,29,1064,2490,p2
508,29,3142,243,DRAW
509,29,1082,1847,DRAW
510,29,1900,2406,p2
511,29,288,2565,p1
512,29,4946,1116,p1
513,29,2702,5855,p2
514,29,4727,3057,p1
515,29,1467,2869,p1
516,29,376,1877,DRAW
517,29,4082,5879,p1
518,29,2791,1164,p1
519,29,5491,5776,p2
520,29,2834,1396,p2
521,29,3632,1050,p2
522,29,5536,3809,p1
523,29,1203,5557,p2
524,29,1292,3186,p2
525,29,3004,2131,p1
526,29,4781,1841,DRAW
527,29,2298,566,p2
528,29,2874,2263,p2
529,29,1429,2629,p1
530,29,254,1393,p1
531,29,5826,2665,p2
532,29,1064,1505,p2
533,29,3186,1841,p1
534,29,2024,1082,p2
535,29,2914,1900,p1
536,29,2406,2565,p1
537,29,5775,1847,DRAW
538,29,3611,4021,DRAW
539,29,2869,1467,p2
540,29,2791,63,p2
541,29,3057,376,p1
542,29,4946,5879,p1
543,29,2834,1877,p2
544,29,3632,5491,p1
545,29,4082,5776,p2
546,29,3186,1841,p1
547,29,2337,4649,DRAW
548,29,4781,5557,p2
549,29,3004,1039,DRAW
550,29,2298,566,p2
551,29,5895,598,DRAW
552,29,4238,2629,p2
553,29,5715,1393,p1
554,29,1050,5708,p2
555,29,2665,5826,p1
556,29,2270,291,p2
557,29,5370,3809,p1
558,29,2337,578,DRAW
559,29,1900,1082,p1
560,29,3798,1505,p2
561,29,2565,2406,p1
562,29,5775,1847,p1
563,29,1751,802,DRAW
564,29,5879,3057,p2
565,29,4255,63,p2
566,29,2869,1429,p2
567,29,376,1467,p2
568,29,4956,1876,p2
569,29,4297,1877,p2
570,29,2348,505,p2
571,29,2727,4222,p2
572,29,5376,1841,p2
573,29,2388,5491,p2
574,29,2819,5776,p2
575,29,1995,4946,p2
576,29,4781,3186,p2
577,29,2142,4349,DRAW
578,29,3445,1824,p2
579,29,4315,598,p2
580,29,1039,566,p1
581,29,1223,2629,DRAW
582,29,2298,3004,p2
583,29,1050,2349,p1
584,29,5776,2819,p1
585,29,5826,2791,p1
586,29,3809,1393,p1
587,29,2665,2406,p1
588,29,1505,578,p1
589,29,5775,1082,DRAW
590,29,1467,3057,p1
591,29,5007,190,DRAW
592,29,31,5879,DRAW
593,29,3766,1847,p2
594,29,2565,2869,p1
595,29,578,190,DRAW
596,29,1429,4727,p2
597,29,4222,2914,p2
598,29,179,5491,p1
599,29,2348,505,p2
600,29,1841,63,p2
601,29,243,2081,p2
602,29,3632,1429,DRAW
603,29,3057,5775,p2
604,29,3186,2142,p2
605,29,5822,1824,p1
606,29,2124,598,p2
607,29,4946,4781,p2
608,29,148,2864,p2
609,29,2629,4315,p1
610,29,3004,2298,p1
611,29,2791,5776,p2
612,29,1082,4995,p2
613,29,2270,1505,p2
614,29,2349,1393,p1
615,29,2665,5557,p1
616,29,2406,5826,p1
617,29,31,1900,p1
618,29,1203,1082,DRAW
619,29,5879,3740,p1
620,29,3175,63,DRAW
621,29,1467,3798,p1
622,29,1847,190,p1
623,29,2295,3766,DRAW
624,29,2869,578,p2
625,29,291,2565,p1
626,29,4222,2914,p2
627,29,311,505,p2
628,29,2350,1988,p2
629,29,856,2727,p1
630,29,1429,3632,p2
631,29,2142,1391,p1
632,29,1824,5775,p2
633,29,1949,3186,p2
634,29,4781,4945,p1
635,29,2665,5557,p1
636,29,2347,2024,DRAW
637,29,2864,5822,p1
638,29,2298,326,p2
639,29,2664,2490,p1
640,29,2270,423,p2
641,29,2406,1393,p1
642,29,1995,5776,p2
643,29,4995,966,p1
644,29,1262,5993,DRAW
645,29,4283,1429,DRAW
646,29,5826,4159,p1
647,29,1491,2546,p1
648,29,2490,5826,DRAW
649,29,5879,148,p1
650,29,2565,4946,p2
651,29,2129,2349,p1
652,29,1467,63,p2
653,29,3760,3175,p2
654,29,1847,2524,p2
655,29,2490,2565,DRAW
656,29,578,1390,p1
657,29,4222,3221,p2
658,29,2490,2524,DRAW
659,29,3563,975,DRAW
660,29,311,505,DRAW
661,29,5325,2914,DRAW
662,29,5597,2142,p2
663,29,2746,1824,p1
664,29,243,5034,DRAW
665,29,2524,3142,DRAW
666,29,3632,4781,p1
667,29,5226,179,DRAW
668,29,2298,2674,DRAW
669,29,1524,2864,p1
670,29,2270,326,p2
671,29,2347,2406,p2
672,29,1995,5776,p2
673,29,1262,4349,p1
674,29,4238,5376,p1
675,29,1429,2348,p1
676,29,1050,843,p1
677,29,5879,5826,p1
678,29,63,1467,p2
679,29,2874,148,DRAW
680,29,4283,335,p2
681,29,2349,3175,p2
682,29,2664,2565,p1
683,29,1847,1667,p1
684,29,2820,2546,p2
685,29,4091,1390,DRAW
686,29,3221,4222,p2
687,29,4692,5744,p2
688,29,3004,1415,p1
689,29,1223,311,p1
690,29,2297,975,p2
691,29,3632,1337,p1
692,29,5597,5325,p1
693,29,1824,3760,p2
694,29,5477,2142,p2
695,29,5557,5034,DRAW
696,29,243,5484,p2
697,29,2746,4674,p1
698,29,4781,5226,p1
699,29,3796,1203,p2
700,29,2524,2298,p1
701,29,5776,2347,p1
702,29,2263,2270,p1
703,29,1497,2351,p2
704,29,2074,2869,DRAW
705,29,505,2406,p2
706,29,5376,4238,p1
707,29,5295,5885,p1
708,29,291,1429,p2
709,29,1530,4657,p2
710,29,2090,4815,p1
711,29,2842,5390,p2
712,29,335,802,p2
713,29,5826,148,p1
714,29,63,2345,p1
715,29,843,3798,p2
716,29,1467,3175,p2
717,29,1847,2565,p1
718,29,2546,2864,DRAW
719,29,4692,5444,p2
720,29,3004,4091,p2
721,29,4222,1390,p2
722,29,2366,3632,p1
723,29,5226,4727,p1
724,29,5597,5477,p2
725,29,5557,2142,p1
726,29,4674,5612,DRAW
727,29,1393,2297,p2
728,29,5379,2524,p1
729,29,775,5034,p2
730,29,3485,3088,p1
731,29,4108,243,DRAW
732,29,3175,63,p1
733,29,2347,2298,DRAW
734,29,2406,5776,p1
735,29,4815,802,p2
736,29,2869,2263,p1
737,29,5295,505,p1
738,29,2842,5775,p2
739,29,1429,4781,p2
740,29,802,4815,DRAW
741,29,148,5826,p2
742,29,843,3798,DRAW
743,29,1429,4781,DRAW
744,29,2350,1467,p2
745,29,2864,4576,p2
746,29,5826,1429,DRAW
747,29,4692,5444,p1
748,29,3004,4222,p1
749,29,5226,3632,p2
750,29,3939,4727,p2
751,29,5557,5597,p1
752,29,4674,1393,p1
753,29,3221,5612,p2
754,29,2348,2874,p2
755,29,1216,63,p2
756,29,1753,3175,p2
757,29,4108,775,DRAW
758,29,5776,2103,p1
759,29,5034,2406,p2
760,29,505,3207,p2
761,29,2263,2869,DRAW
762,29,802,5295,p1
763,29,3175,5730,DRAW
764,29,2347,1935,p1
765,29,3088,4704,p2
766,29,5952,148,p1
767,29,4781,3208,DRAW
768,29,2406,802,p1
769,29,1745,3560,p2
770,29,4576,2350,DRAW
771,29,1467,5136,p1
772,29,5826,1429,p2
773,29,4222,3004,DRAW
774,29,5444,4692,DRAW
775,29,1130,2864,p1
776,29,3632,5557,DRAW
777,29,5597,1393,p1
778,29,3939,5612,p2
779,29,2349,1219,p1
780,29,1753,2874,DRAW
781,29,63,4595,p2
782,29,4208,5776,p2
783,29,5034,505,p1
784,29,5295,291,p2
785,29,2869,3175,p2
786,29,2263,775,p1
787,29,148,4781,p2
788,29,2406,4771,p1
789,29,3208,3479,p1
790,29,513,2864,DRAW
791,29,802,243,p2
792,29,1010,3560,p2
793,29,4576,1745,p1
794,29,3632,5136,p2
795,29,1467,2350,p1
796,29,1429,5826,p1
797,29,3142,5776,p2
798,29,4222,799,p1
799,29,3004,5730,p1
800,29,5597,2352,p1
801,29,1745,3142,DRAW
802,29,569,5808,DRAW
803,29,5557,5612,p1
804,29,423,5444,p2
805,29,3570,4187,p1
806,29,63,4595,p1
807,29,1753,4777,p2
808,29,5775,505,p1
809,29,4739,5295,p1
810,29,3175,1491,p1
811,29,4994,3717,DRAW
812,29,1116,2869,p2
813,29,5034,3546,p2
814,29,2263,3698,p1
815,29,843,5969,p2
816,29,4945,4222,p2
817,29,2406,4781,p1
818,29,4803,243,DRAW
819,29,148,1043,p2
820,29,4995,3560,p1
821,29,2864,4946,p2
822,29,5136,1467,p2
823,29,3142,3530,p1
824,29,3004,5826,p1
825,29,1216,1953,p1
826,29,1745,5597,DRAW
827,29,2796,3939,p2
828,29,1429,4595,p1
829,29,5775,63,p1
830,29,505,5295,DRAW
831,29,2252,3175,p2
832,29,4208,3740,p2
833,29,2869,1491,p1
834,29,2263,4781,DRAW
835,29,3221,4222,DRAW
836,29,5034,2406,p1
837,29,3560,4995,p2
838,29,1467,5136,p1
839,29,4803,1043,p2
840,29,148,4946,p2
841,29,2524,755,p2
842,29,1953,5826,p2
843,29,1216,3004,p2
844,29,3717,5597,p1
845,29,2351,3142,p1
846,29,4692,4168,p2
847,29,3798,44,DRAW
848,29,1116,2103,p2
849,29,2796,2349,p1
850,29,2124,3957,p2
851,29,63,2474,p2
852,29,513,3175,p2
853,29,3939,1277,p2
854,29,5295,5776,p2
855,29,4975,3929,p1
856,29,5775,5444,p1
857,29,4208,2874,DRAW
858,29,1497,4781,DRAW
859,29,2869,5885,p1
860,29,2263,2406,p2
861,29,4995,5034,p1
862,29,5597,1039,p2
863,29,3560,4222,p1
864,29,775,1491,DRAW
865,29,5357,1467,p1
866,29,5136,148,p2
867,29,4946,1734,p1
868,29,4803,755,DRAW
869,29,1524,513,p2
870,29,1216,1043,p2
871,29,4178,5826,p2
872,29,4595,3142,DRAW
873,29,44,1116,p1
874,29,2842,4168,p2
875,29,5242,2474,DRAW
876,29,1326,4674,DRAW
877,29,4602,3175,p2
878,29,5776,2353,p1
879,29,2349,3957,p2
880,29,1010,3939,p1
881,29,2874,2184,p2
882,29,4781,2348,p1
883,29,2263,4995,p2
884,29,5295,2406,p2
885,29,3560,5775,p2
886,29,5034,139,p1
887,29,1467,775,p1
888,29,1039,4222,p1
889,29,2764,5357,p2
890,29,5136,4946,p1
891,29,5211,1060,p1
892,29,755,2350,p2
893,29,2343,1491,p2
894,29,568,4803,DRAW
895,29,1043,291,p1
896,29,513,200,p2
897,29,4595,2239,p2
898,29,1116,148,DRAW
899,29,5826,4576,DRAW
900,29,4168,2842,p1
901,29,44,5444,p1
902,29,1229,2081,DRAW
903,29,2474,4602,p1
904,29,3740,982,p1
905,29,4975,1538,DRAW
906,29,3175,5242,p1
907,29,5776,4638,p1
908,29,4084,4674,p2
909,29,1745,4704,p1
910,29,2349,127,p2
911,29,2354,3698,DRAW
912,29,3957,1922,p1
913,29,4840,1734,p2
914,29,1010,4781,p2
915,29,4995,4187,p1
916,29,2869,4326,DRAW
917,29,1467,90,p1
918,29,2263,2406,p2
919,29,3095,5295,p2
920,29,3560,5034,p2
921,29,5835,4222,p1
922,29,1039,4946,DRAW
923,29,2348,3240,p2
924,29,5775,5357,p1
925,29,2644,5136,p1
926,29,2350,755,DRAW
927,29,2743,3677,p2
928,29,1043,291,DRAW
929,29,2353,513,p2
930,29,4657,200,p2
931,29,3798,4803,p2
932,29,5658,2375,p1
933,29,4576,5826,p2
934,29,2864,148,DRAW
935,29,1362,1491,p2
936,29,2081,4091,p2
937,29,4168,812,p1
938,29,3499,44,p1
939,29,2842,1538,p2
940,29,3175,3740,p1
941,29,4975,2331,p1
942,29,3672,5776,p2
943,29,4704,2820,p1
944,29,3205,3717,p2
945,29,3957,4781,DRAW
946,29,1798,4995,p2
947,29,5295,2406,p2
948,29,1467,3698,p1
949,29,4657,513,DRAW
950,29,5835,2989,p1
951,29,1039,5034,p1
952,29,2869,4222,DRAW
953,29,5775,4946,p1
954,29,799,5136,DRAW
955,29,2350,1892,p1
956,29,755,1359,p2
957,29,1869,148,p1
958,29,291,1877,p1
959,29,3637,3677,p2
960,29,4168,5708,p2
961,29,4975,2331,p1
962,29,3798,4091,DRAW
963,29,1896,5498,p2
964,29,1362,1491,p1
965,29,2314,44,p2
966,29,1277,581,DRAW
967,29,3175,3499,p2
968,29,3132,1256,p2
969,29,2842,2820,p2
970,29,326,3672,p2
971,29,4781,2184,p1
972,29,2351,4995,p2
973,29,2406,4727,p1
974,29,200,3698,p1
975,29,575,4657,p2
976,29,5034,1039,DRAW
977,29,90,1467,p2
978,29,2869,2989,p1
979,29,4222,3957,p2
980,29,4946,513,p2
981,29,5775,5226,p2
982,29,1524,5136,p2
983,29,2351,4995,p2
984,29,4602,1187,p2
985,29,755,1877,p2
986,29,4576,790,DRAW
987,29,2353,2350,p2
988,29,3115,1937,p1
989,29,148,1916,p2
990,29,4168,5708,p2
991,29,4084,1798,DRAW
992,29,1359,1010,p1
993,29,1442,4610,p1
994,29,4948,3205,p1
995,29,2627,5451,p1
996,29,1277,44,DRAW
997,29,2314,4975,p2
998,29,3798,122,p2
999,29,4091,3560,p1
1000,29,5730,1256,p1
1001,29,4781,1491,p2
1002,29,5444,4727,p2
1003,29,2406,3698,p1
1004,29,4657,4844,p1
1005,29,200,1467,DRAW
1006,29,1039,2665,p2
1007,29,5034,2358,p2
1008,29,5969,2124,p2
1009,29,3957,4222,p1
1010,29,513,2359,p1
1011,29,5737,2869,DRAW
1012,29,1187,755,p2
1013,29,5136,1877,p2
1014,29,2357,2353,p1
1015,29,1916,2684,p1
1016,29,1798,947,p1
1017,29,5557,4168,p1
1018,29,4602,4995,p2
1019,29,1442,2627,p1
1020,29,1362,1359,DRAW
1021,29,2353,2684,DRAW
1022,29,2314,1507,p2
1023,29,4995,4610,DRAW
1024,29,2361,44,p1
1025,29,4975,251,p1
1026,29,1039,2665,p2
1027,29,4727,2142,DRAW
1028,29,4781,1256,p1
1029,29,2406,1847,DRAW
1030,29,5060,254,p1
1031,29,3458,4628,DRAW
1032,29,1467,200,p2
1033,29,2226,3005,DRAW
1034,29,90,3698,DRAW
1035,29,5034,2358,p1
1036,29,513,4591,p2
1037,29,4222,2869,p1
1038,29,4368,3053,p2
1039,29,1187,2357,p1
1040,29,2474,3159,DRAW
1041,29,3499,632,p1
1042,29,1745,5325,p1
1043,29,2867,5136,DRAW
1044,29,4167,4149,DRAW
1045,29,5775,3987,p1
1046,29,1916,1877,p2
1047,29,755,4572,p1
1048,29,4168,1798,p1
1049,29,5724,2989,p1
1050,29,982,2024,p2
1051,29,3115,2359,p1
1052,29,5392,4844,p2
1053,29,1010,1362,DRAW
1054,29,2627,5451,p1
1055,29,4788,291,p2
1056,29,3620,200,p2
1057,29,2665,4781,p1
1058,29,1039,4995,p1
1059,29,44,4610,p2
1060,29,2314,1507,p2
1061,29,2142,1390,p1
